"","idvar","year","X","countryname","ccode","gdppercap","population","LoTPoliceCriminal","LoTPoliceDissident","LoTPoliceMarginalized","LoTPoliceStateAgent","LoTPrisonCriminal","LoTPrisonDissident","LoTPrisonMarginalized","LoTPrisonStateAgent","LoTMilitaryCriminal","LoTMilitaryDissident","LoTMilitaryMarginalized","LoTMilitaryStateAgent","LoTIntelligenceCriminal","LoTIntelligenceDissident","LoTIntelligenceMarginalized","LoTIntelligenceStateAgent","LoTImmigrationCriminal","LoTImmigrationDissident","LoTImmigrationMarginalized","LoTImmigrationStateAgent","LoTParamilitaryCriminal","LoTParamilitaryDissident","LoTParamilitaryMarginalized","LoTParamilitaryStateAgent","RstrctAccess","uds.mean","uds.sd","uds.median","uds.025","uds.975","polity2","xconst","parreg","parcomp","exconst","bornyear","endyear","democracy","agedem","agereg","polityDemoc","cyear","lotPolCri","lotPolDis","lotPolMar","lotPolSA","lotPriCri","lotPriDis","lotPriMar","lotPriSA","lotMilCri","lotMilDis","lotMilMar","lotMilSA","lotIntCri","lotIntDis","lotIntMar","lotIntSA","lotImmCri","lotImmDis","lotImmMar","lotImmSA","lotParCri","lotParDis","lotParMar","lotParSA","codingstart","COWcode","v2x_polyarchy","v2x_api","v2x_mpi","v2x_jucon","CIRI","UNCTRY","POLITY","INJUD"
"125",165,1998,125,"Uruguay","URY",7711.085939,3292134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4098330277197,0.260268172700301,1.39980063869005,0.932579595909623,1.93763934089492,10,7,5,5,7,1882,2008,1,14,14,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,165,0.903447315969687,0.959781240626067,0.847113391313308,0.93491393327713,665,858,165,2
"126",165,1999,126,"Uruguay","URY",7247.398162,3309318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25325094739652,0.240428513904165,1.24786030507336,0.80263872217481,1.73400674703535,10,7,5,5,7,1882,2008,1,15,15,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,165,0.908454469343183,0.961955212277251,0.854953726409115,0.931003272533417,665,858,165,2
"127",165,2000,127,"Uruguay","URY",6871.903885,3321242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10369186302793,0.194829366077615,1.09874468067004,0.741897933786686,1.49803034125083,10,7,5,5,7,1882,2008,1,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,165,0.912537718770109,0.963722509386016,0.861352928154201,0.926106989383698,665,858,165,2
"128",165,2001,128,"Uruguay","URY",6281.373271,3327105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55681795270713,0.312103274025471,1.54008346034564,0.995617975657639,2.22837030475297,10,7,5,5,7,1882,2008,1,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,165,0.912537718770109,0.963722509386016,0.861352928154201,0.937829375267029,665,858,165,2
"129",165,2002,129,"Uruguay","URY",4088.772541,3327770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56009430135962,0.312976462814129,1.53821934809486,1.00972765219485,2.23904352379093,10,7,5,5,7,1882,2008,1,18,18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,165,0.912537718770109,0.963722509386016,0.861352928154201,0.937829375267029,665,858,165,2
"130",165,2003,130,"Uruguay","URY",3622.052284,3325637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56550499291528,0.3121661119062,1.54969994590839,0.992043123893623,2.23016540497382,10,7,5,5,7,1882,2008,1,19,19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,165,0.912537718770109,0.963722509386016,0.861352928154201,0.893731415271759,665,858,165,2
"131",165,2004,131,"Uruguay","URY",4117.308853,3324096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55748465136542,0.307285053713154,1.5404006613974,1.00489279901269,2.22870530694924,10,7,5,5,7,1882,2008,1,20,20,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,165,0.918122505807049,0.966089423616392,0.870155587997705,0.94696307182312,665,858,165,2
"132",165,2005,132,"Uruguay","URY",5220.957396,3325608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55697996991698,0.309218742304308,1.53781396462457,0.98697394921201,2.21516310510421,10,7,5,5,7,1882,2008,1,21,21,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,165,0.926602247985432,0.969726299199253,0.883478196771612,0.959997832775116,665,858,165,2
"133",2,1995,133,"United States","USA",28782.17502,266278000,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1.99410506329995,0.469043270272222,1.94330906033768,1.21755580126087,3.04080462663052,10,7,5,5,7,1816,2008,1,126,126,1,-5,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1900,2,0.861769017053778,0.941329329766777,0.782208704340778,0.951697885990143,662,840,2,2
"134",2,1996,134,"United States","USA",30068.23092,269394000,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1.55886657435388,0.316671981663151,1.54155309813693,0.996031811707271,2.23968324484759,10,7,5,5,7,1816,2008,1,127,127,1,-4,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1900,2,0.869120575261634,0.944659624696048,0.793581525827219,0.951697885990143,662,840,2,2
"135",2,1997,135,"United States","USA",31572.69023,272657000,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1.55590786592725,0.311908501539233,1.53727845717307,0.993617442267526,2.22134283237759,10,7,5,5,7,1816,2008,1,128,128,1,-3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1900,2,0.870415494619297,0.945309894335617,0.795521094902977,0.951697885990143,662,840,2,2
"136",2,1998,136,"United States","USA",32949.19776,275854000,5,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1.56044414180657,0.31532832108217,1.53951111039215,0.987572144644801,2.21446467866966,10,7,5,5,7,1816,2008,1,129,129,1,-2,5,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1900,2,0.870415494619297,0.945309894335617,0.795521094902977,0.951697885990143,662,840,2,2
"137",2,1999,137,"United States","USA",34620.9289,279040000,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5554602638336,0.308200247545327,1.53628564217663,0.986397836695673,2.18403286635454,10,7,5,5,7,1816,2008,1,130,130,1,-1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,2,0.870415494619297,0.945309894335617,0.795521094902977,0.951697885990143,662,840,2,2
"138",2,2000,138,"United States","USA",36449.85512,282162411,5,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56157273795207,0.29915211003759,1.54168701639847,1.02105834998627,2.20990001248998,10,7,5,5,7,1816,2008,1,131,131,1,0,5,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,2,0.869994788332448,0.945241185578719,0.794748391086177,0.961610019207001,662,840,2,2
"139",2,2001,139,"United States","USA",37273.6181,284968955,0,0,0,0,4,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55954085496408,0.307292087197221,1.54418174181519,1.00201084203054,2.21572869279378,10,7,5,5,7,1816,2008,1,132,132,1,1,0,0,0,0,4,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,2,0.856065079294646,0.939690965674944,0.772439192914348,0.958050131797791,662,840,2,2
"140",2,2002,140,"United States","USA",38166.03784,287625193,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1.54434090787412,0.312531521334682,1.53024155849903,0.971115801878289,2.19514248484768,10,7,5,5,7,1816,2008,1,133,133,1,2,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1900,2,0.876393081888021,0.948210781286603,0.804575382489439,0.958050131797791,662,840,2,2
"141",2,2003,141,"United States","USA",39677.19835,290107933,0,2,0,0,0,0,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1.56731318168568,0.316056126559393,1.55071033530803,0.999673780175555,2.22143582677687,10,7,5,5,7,1816,2008,1,134,134,1,3,0,2,0,0,0,0,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,1900,2,0.893120052988201,0.955452200583251,0.83078790539315,0.958050131797791,662,840,2,2
"142",2,2004,142,"United States","USA",41921.80976,292805298,0,0,0,0,0,0,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1.55878124816013,0.311624823183092,1.54252119711037,0.990033643713789,2.2137539637901,10,7,5,5,7,1816,2008,1,135,135,1,4,0,0,0,0,0,0,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,1900,2,0.88848605815556,0.953477165239785,0.823494951071335,0.958050131797791,662,840,2,2
"143",2,2005,143,"United States","USA",44307.92058,295516599,0,0,0,0,0,0,0,0,0,4,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1.54963341600062,0.309354801999375,1.53582667477758,0.980637739421817,2.20798036664421,10,7,5,5,7,1816,2008,1,136,136,1,5,0,0,0,0,0,0,0,0,0,4,0,5,5,5,0,0,0,0,0,0,0,0,0,0,1900,2,0.890469283138048,0.954355096862903,0.826583469413193,0.961682260036469,662,840,2,2
"144",20,1995,144,"Canada","CAN",20577.48939,29354000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39856140387498,0.282084566180766,1.38393210213863,0.889576799420838,1.99399677799202,10,7,5,5,7,1867,2008,1,76,76,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,20,0.879557333469961,0.949240829847228,0.809873837092694,0.946886658668518,194,124,20,2
"145",20,1996,145,"Canada","CAN",21183.22008,29671900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40617617321716,0.286253879658626,1.39355572848173,0.883122987936162,1.98570159841638,10,7,5,5,7,1867,2008,1,77,77,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,20,0.886004362444571,0.952078202613716,0.819930522275426,0.946886658668518,194,124,20,2
"146",20,1997,146,"Canada","CAN",21770.13408,29987200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39675906019563,0.284538912309512,1.38403277969197,0.880433074785939,1.99838359428022,10,7,5,5,7,1867,2008,1,78,78,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,20,0.888511087539618,0.953185475410336,0.8238366996689,0.946886658668518,194,124,20,2
"147",20,1998,147,"Canada","CAN",20887.83947,30247900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39688460668341,0.286754677936023,1.38249596937882,0.878809989080209,1.98761867647563,10,7,5,5,7,1867,2008,1,79,79,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,20,0.88724843530595,0.952589791770691,0.821907078841209,0.946886658668518,194,124,20,2
"148",20,1999,148,"Canada","CAN",22167.22585,30499200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39606635766536,0.285608450506621,1.38018168459866,0.877108084011549,1.98529652733875,10,7,5,5,7,1867,2008,1,80,80,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,20,0.88724843530595,0.952589791770691,0.821907078841209,0.946886658668518,194,124,20,2
"149",20,2000,149,"Canada","CAN",24124.16917,30769700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30532057242558,0.262767270786004,1.29332002952385,0.832875278192357,1.85142091503096,10,7,5,5,7,1867,2008,1,81,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,20,0.89009685050961,0.953817834160697,0.826375866858523,0.946886658668518,194,124,20,2
"150",20,2001,150,"Canada","CAN",23691.59472,31081900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28571401728304,0.273601020136755,1.27287606615182,0.783861089568383,1.85165176362324,10,7,5,5,7,1867,2008,1,82,82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,20,0.881729494320264,0.950158343341366,0.813300645299163,0.946886658668518,194,124,20,2
"151",20,2002,151,"Canada","CAN",24167.80431,31362000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28634519790011,0.272591080952804,1.27639705148707,0.781098656169479,1.85836920576124,10,7,5,5,7,1867,2008,1,83,83,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,20,0.876012150488944,0.947690323975152,0.804333977002736,0.946886658668518,194,124,20,2
"152",20,2003,152,"Canada","CAN",28172.14883,31676000,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27932835207612,0.268662058405367,1.27080779713754,0.770084515384993,1.83584406566726,10,7,5,5,7,1867,2008,1,84,84,1,3,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,20,0.875647629073435,0.947489591789384,0.803805666357487,0.946886658668518,194,124,20,2
"153",20,2004,153,"Canada","CAN",31979.87195,31995000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3941868762649,0.287412708600417,1.38528226433461,0.876754474694021,1.98555593629379,10,7,5,5,7,1867,2008,1,85,85,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,20,0.878325534194102,0.948733070501378,0.807917997886826,0.946886658668518,194,124,20,2
"154",20,2005,154,"Canada","CAN",36189.58838,32312000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39665626685334,0.286287146820655,1.38458881559228,0.868281925415746,2.00695325262396,10,7,5,5,7,1867,2008,1,86,86,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,20,0.877084667288758,0.948177011944145,0.805992322633371,0.946886658668518,194,124,20,2
"155",200,1995,155,"United Kingdom","GBR",21330.27625,58019030,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2474780780116,0.240902658220542,1.2416542657818,0.795845215903177,1.74000495432537,10,7,5,5,7,1816,2008,1,85,85,1,-5,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,200,0.861798396287778,0.94114519211443,0.782451600461126,0.943814694881439,659,826,200,2
"156",200,1996,156,"United Kingdom","GBR",22462.50943,58166950,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24778189099691,0.244646239141615,1.24144558704687,0.78657538191935,1.74267601116134,10,7,5,5,7,1816,2008,1,86,86,1,-4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,200,0.861798396287778,0.94114519211443,0.782451600461126,0.943814694881439,659,826,200,2
"157",200,1997,157,"United Kingdom","GBR",24803.14743,58316954,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25690995490973,0.242353845096421,1.25004483815778,0.800579906591503,1.74540314366272,10,7,5,5,7,1816,2008,1,87,87,1,-3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,200,0.865688098992988,0.942915255797461,0.788460942188515,0.943814694881439,659,826,200,2
"158",200,1998,158,"United Kingdom","GBR",26281.04775,58487141,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25432760176058,0.242954142865447,1.25236601356873,0.771368533298389,1.73533763618797,10,7,5,5,7,1816,2008,1,88,88,1,-2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,200,0.867963286051313,0.943959501789985,0.791967070312642,0.943814694881439,659,826,200,2
"159",200,1999,159,"United Kingdom","GBR",26675.9156,58682466,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2461679726762,0.240498049302497,1.24021741522456,0.79166542447546,1.72455276790609,10,7,5,5,7,1816,2008,1,89,89,1,-1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,200,0.880161551162681,0.94934649598061,0.810976606344751,0.943814694881439,659,826,200,2
"160",200,2000,160,"United Kingdom","GBR",26400.65644,58892514,3,0,3,0,3,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27468449139005,0.231151202434346,1.26985722696008,0.83987474960445,1.75111430996765,10,7,5,5,7,1816,2008,1,90,90,1,0,3,0,3,0,3,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1900,200,0.895473674055177,0.956179879176249,0.834767468934105,0.943814694881439,659,826,200,2
"161",200,2001,161,"United Kingdom","GBR",25980.22038,59119673,0,0,2,0,4,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14529996864292,0.239513465478774,1.13832816529697,0.700541394850616,1.63799023875106,10,7,5,5,7,1816,2008,1,91,91,1,1,0,0,2,0,4,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,200,0.906734817867368,0.9611049028725,0.852364732862237,0.943814694881439,659,826,200,2
"162",200,2002,162,"United Kingdom","GBR",28301.20833,59370479,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39661034622653,0.280629449632706,1.38539199607854,0.876886001294473,1.99235109333842,10,7,5,5,7,1816,2008,1,92,92,1,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,200,0.907119881862074,0.961358066514306,0.852881697209842,0.943814694881439,659,826,200,2
"163",200,2003,163,"United Kingdom","GBR",32575.09196,59647577,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39336600670411,0.281478408604968,1.37573359362212,0.873598684236339,1.99063103932897,10,7,5,5,7,1816,2008,1,93,93,1,3,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1900,200,0.907119881862074,0.961358066514306,0.852881697209842,0.943814694881439,659,826,200,2
"164",200,2004,164,"United Kingdom","GBR",38305.87269,59987905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39946874693095,0.286873463098406,1.38597753931967,0.877300904431836,2.00346548556976,10,7,5,5,7,1816,2008,1,94,94,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,200,0.907119881862074,0.961358066514306,0.852881697209842,0.943814694881439,659,826,200,2
"165",200,2005,165,"United Kingdom","GBR",40047.90597,60401206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39127080455239,0.281625833893166,1.37846198466099,0.867143277671183,1.97952640903951,10,7,5,5,7,1816,2008,1,95,95,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,200,0.920099381932201,0.967015303905664,0.873183459958737,0.943814694881439,659,826,200,2
"166",205,1995,166,"Ireland","IRL",19179.98067,3608841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56625914246161,0.312504186988189,1.54901490077539,1.00254663248102,2.2025893167099,10,7,5,5,7,1922,2008,1,75,75,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,205,0.888531949359747,0.953099850203364,0.823964048516131,0.946702480316162,347,372,205,2
"167",205,1996,167,"Ireland","IRL",20852.31769,3637510,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39236011237784,0.291336992806019,1.37976590050145,0.85602732204553,1.9979814064038,10,7,5,5,7,1922,2008,1,76,76,1,-4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,205,0.894722023261062,0.955963010116508,0.833481036405615,0.946702480316162,347,372,205,2
"168",205,1997,168,"Ireland","IRL",22540.26272,3674171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3952536062751,0.28527330712961,1.3817991756645,0.870919090283059,1.998511945014,10,7,5,5,7,1922,2008,1,77,77,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,205,0.898436625993368,0.957615096799339,0.839258155187397,0.946702480316162,347,372,205,2
"169",205,1998,169,"Ireland","IRL",24261.29235,3712696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00120507493835,0.47228840077432,1.94552878707394,1.23562280310097,3.09465721319057,10,7,5,5,7,1922,2008,1,78,78,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,205,0.898719146816335,0.957744621149457,0.839693672483214,0.946702480316162,347,372,205,2
"170",205,1999,170,"Ireland","IRL",26283.49138,3754786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39253835959499,0.285029122690554,1.37866515951468,0.866277237905923,1.98424703813336,10,7,5,5,7,1922,2008,1,79,79,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,205,0.898719146816335,0.957744621149457,0.839693672483214,0.946702480316162,347,372,205,2
"171",205,2000,171,"Ireland","IRL",26236.3719,3805174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41401514379223,0.278392066446913,1.39579466358037,0.909933370473903,2.00999923536204,10,7,5,5,7,1922,2008,1,80,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,205,0.902771883255183,0.959540358480214,0.846003408030152,0.946702480316162,347,372,205,2
"172",205,2001,172,"Ireland","IRL",28212.5922,3866243,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.54941981558144,0.312158006695159,1.53926995039557,0.98446513081441,2.19386244144518,10,7,5,5,7,1922,2008,1,81,81,1,1,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,205,0.902771883255183,0.959540358480214,0.846003408030152,0.946702480316162,347,372,205,2
"173",205,2002,173,"Ireland","IRL",32537.95748,3931947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55202798385841,0.314148879494943,1.53530045033345,0.979694587929076,2.20616590671005,10,7,5,5,7,1922,2008,1,82,82,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,205,0.901327801243596,0.9588839475708,0.843771654916392,0.946702480316162,347,372,205,2
"174",205,2003,174,"Ireland","IRL",41170.06723,3996521,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55264310613024,0.311033073154267,1.54499521611461,0.970495587854418,2.18388103228757,10,7,5,5,7,1922,2008,1,83,83,1,3,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,205,0.895222621809823,0.956151802632255,0.83429344098739,0.946702480316162,347,372,205,2
"175",205,2004,175,"Ireland","IRL",47641.01377,4070262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98959564019799,0.476965144478012,1.93231905727026,1.20777869928815,3.0778623974962,10,7,5,5,7,1922,2008,1,84,84,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,205,0.895222621809823,0.956151802632255,0.83429344098739,0.946702480316162,347,372,205,2
"176",205,2005,176,"Ireland","IRL",50815.64169,4159914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55598077682452,0.314397723252784,1.54014699990653,0.98734607534505,2.20665653636777,10,7,5,5,7,1922,2008,1,85,85,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,205,0.895222621809823,0.956151802632255,0.83429344098739,0.946702480316162,347,372,205,2
"177",210,1995,177,"Netherlands","NLD",28884.71352,15459006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99814650026694,0.467017823684941,1.95012506884618,1.24074312730715,3.07353343039887,10,7,5,5,7,1815,2008,1,126,126,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,210,0.907959805219574,0.961771681066865,0.854147929372282,0.928092360496521,476,528,210,2
"178",210,1996,178,"Netherlands","NLD",28698.66602,15530498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99336501140956,0.471798821019476,1.94430727219175,1.21822152349842,3.07947742549576,10,7,5,5,7,1815,2008,1,127,127,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,210,0.907959805219574,0.961771681066865,0.854147929372282,0.928092360496521,476,528,210,2
"179",210,1997,179,"Netherlands","NLD",26404.98673,15610650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98208682576705,0.464803144225624,1.93574923316926,1.21876750398193,3.01846778172529,10,7,5,5,7,1815,2008,1,128,128,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,210,0.906122544481618,0.960959327415935,0.8512857615473,0.928092360496521,476,528,210,2
